,P1,P2,C,First_Base,Second_Base,Third_Base,SS,OF1,OF2,OF3,Salary,Ownership,Profit,Selections,ARI,CHC,CIN,COL,LAD,NYM,PHI,PIT,SD,SF,Mean,Median,80th Percentile,95th Percentile,Value,UCB
1534,Kodai Senga (27560531),Roansy Contreras (27560538),Austin Nola (27560668),Jake Cronenworth (27560588),Nico Hoerner (27560571),Elehuris Montero (27560608),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49800.0,178.3,9557.400000000138,3781.0,0,5,0,1,0,0,0,0,2,0,93.32637399999972,90.29,117.272,149.12,1.5277439830732975,2.5328767455977443
1535,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Juan Soto (27560557),Josh Harrison (27560647),49800.0,240.5,9562.40000000019,3783.0,0,0,0,0,0,0,2,1,5,0,107.33688300000017,103.96,134.04600000000002,166.85,1.5277293153582316,2.532859364288943
1536,Kodai Senga (27560531),Sean Manaea (27560532),Austin Nola (27560668),Pavin Smith (27560633),Ketel Marte (27560573),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Corbin Carroll (27560580),Kyle Schwarber (27560542),Lourdes Gurriel Jr. (27560599),49900.0,189.2,9562.40000000015,3783.0,4,0,0,0,0,0,1,0,3,0,90.0894539999999,87.61,111.44200000000001,138.87149999999997,1.5277293153582212,2.532859364288943
1537,Matt Strahm (27560537),Sean Manaea (27560532),Tyler Stephenson (27560568),LaMonte Wade Jr. (27560618),Jonathan India (27560549),J.D. Davis (27560574),Fernando Tatis Jr. (27560856),Michael Conforto (27560584),Mike Yastrzemski (27560586),Thairo Estrada (27560551),49500.0,139.5,9683.70000000014,3831.0,0,0,2,0,0,0,0,0,1,5,99.40212499999967,94.405,126.39400000000002,165.1759999999999,1.5277212216131926,2.5327086857491703
1538,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Nick Senzel (27560653),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jake Fraley (27560563),Mark Canha (27560609),49600.0,102.2,9557.300000000172,3781.0,0,0,3,0,0,5,0,0,0,0,101.27264399999984,98.08,127.62400000000002,160.06599999999992,1.5277175350436847,2.5328767455977443
1539,Kodai Senga (27560531),Matt Strahm (27560537),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Eduardo Escobar (27560626),Francisco Lindor (27560562),Jake Fraley (27560563),Tommy Pham (27560606),Jose Barrero (27560660),49600.0,128.9,9630.600000000159,3810.0,0,0,3,0,0,5,0,0,0,0,98.61648299999995,95.38,123.56,154.98199999999997,1.5277165354331126,2.5327577362480502
1540,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Freddie Freeman (27560548),Josh Harrison (27560647),Max Muncy (27560561),Trea Turner (27560541),David Peralta (27560638),Kyle Schwarber (27560542),Trayce Thompson (27560625),49600.0,176.1,9696.300000000176,3836.0,0,0,0,0,4,0,4,0,0,0,97.49171599999966,94.62,121.78,151.022,1.5277111574557287,2.5327963960127926
1541,Kodai Senga (27560531),Luke Weaver (27560539),J.T. Realmuto (27560544),Pavin Smith (27560633),Ketel Marte (27560573),Josh Rojas (27560572),Trea Turner (27560541),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),Josh Harrison (27560647),49900.0,141.3,9587.600000000159,3793.0,5,0,0,0,0,0,3,0,0,0,93.46814399999995,90.72,116.382,144.11249999999998,1.5277089375165196,2.532772732693138
1542,Michael Wacha (27560533),Sean Manaea (27560532),Austin Nola (27560668),Alec Bohm (27560565),Ha-Seong Kim (27560636),Ke'Bryan Hayes (27560582),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Juan Soto (27560557),Ji Hwan Bae (27560578),49300.0,175.5,9569.900000000165,3786.0,0,0,0,0,0,0,1,3,4,0,104.97762299999981,102.63499999999999,129.56,160.09249999999997,1.5277073428420933,2.5327012612533206
1543,Luke Weaver (27560539),Sean Manaea (27560532),Yan Gomes (27560620),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),Ian Happ (27560555),Trayce Thompson (27560625),50000.0,156.6,9645.700000000174,3816.0,0,4,0,0,4,0,0,0,0,0,91.14313100000024,88.36,114.88,143.51,1.527699161425622,2.5327062303734467
1544,Roansy Contreras (27560538),Sean Manaea (27560532),Tyler Stephenson (27560568),Freddie Freeman (27560548),Miguel Vargas (27560640),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49600.0,238.9,9547.100000000175,3777.0,0,0,1,0,4,0,0,0,3,0,92.13524399999984,89.39500000000001,114.55,142.962,1.527693936987073,2.5329115634379327
1545,Kodai Senga (27560531),Roansy Contreras (27560538),Gabriel Moreno (27560656),Christian Walker (27560614),Ketel Marte (27560573),Patrick Wisdom (27560569),Dansby Swanson (27560546),Cody Bellinger (27560612),Corbin Carroll (27560580),Seiya Suzuki (27560554),49400.0,186.7,9658.300000000148,3821.0,4,4,0,0,0,0,0,0,0,0,85.68247399999952,83.08,108.29200000000002,136.3305,1.5276890866265764,2.5327942881719636
1546,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Eric Hosmer (27560639),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49500.0,231.5,9668.400000000187,3825.0,0,5,0,0,0,0,0,0,3,0,94.73428300000002,91.56,118.28200000000001,146.39049999999997,1.5276862745098527,2.5327599934915224
1547,Kodai Senga (27560531),Matt Strahm (27560537),Austin Nola (27560668),C.J. Cron (27560550),Ha-Seong Kim (27560636),Ke'Bryan Hayes (27560582),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49800.0,209.6,9587.500000000167,3793.0,0,0,0,1,0,0,0,3,4,0,91.49378299999998,89.23,112.242,136.8005,1.5276825731611303,2.532772732693138
1548,Michael Wacha (27560533),Sean Manaea (27560532),Joey Bart (27560663),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Juan Soto (27560557),50000.0,153.0,9660.800000000165,3822.0,0,3,0,0,0,0,0,0,4,1,90.02192299999969,87.69,112.43200000000002,140.19199999999998,1.5276818419675993,2.5326548862127347
1549,Kodai Senga (27560531),Michael Wacha (27560533),Elias Diaz (27560587),Pete Alonso (27560545),Alan Trejo (27560682),Elehuris Montero (27560608),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jurickson Profar (27560592),Mark Canha (27560609),49800.0,104.4,9615.300000000154,3804.0,0,0,0,4,0,4,0,0,0,0,90.21808800000007,87.63499999999999,114.102,142.62249999999997,1.5276813880126587,2.532809404601754
1550,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Wil Myers (27560610),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49500.0,226.4,9569.800000000181,3786.0,0,3,1,0,0,0,0,0,4,0,106.85848300000012,103.845,132.73,163.81149999999997,1.5276809297411995,2.5327012612533206
1551,Michael Grove (27560536),Sean Manaea (27560532),Tyler Stephenson (27560568),Freddie Freeman (27560548),Miguel Vargas (27560640),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Trayce Thompson (27560625),49500.0,178.0,9567.200000000172,3785.0,0,0,1,0,4,0,0,0,3,0,90.41047100000026,87.765,113.43200000000002,143.20049999999998,1.5276618229855143,2.5328420013487642
1552,Roansy Contreras (27560538),Sean Manaea (27560532),Gabriel Moreno (27560656),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Dansby Swanson (27560546),Ian Happ (27560555),Michael Conforto (27560584),Mike Yastrzemski (27560586),49900.0,125.0,9632.900000000118,3811.0,1,2,0,0,0,0,0,0,0,5,95.27954399999979,90.11,122.95200000000001,162.42249999999996,1.5276567829966197,2.532617941512745
1553,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Trey Mancini (27560635),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49700.0,198.5,9642.90000000018,3815.0,0,3,0,0,0,0,0,0,5,0,99.16418800000001,96.5,123.77,153.831,1.5276277850590247,2.5325837418361923
1554,Matt Strahm (27560537),Michael Wacha (27560533),Blake Sabol (27560631),Pete Alonso (27560545),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Michael Conforto (27560584),Thairo Estrada (27560551),49200.0,178.0,9524.10000000017,3768.0,0,0,0,0,0,1,0,0,4,3,109.52097599999989,106.035,137.87,172.3605,1.5276273885350768,2.5328574774694994
1555,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Trent Grisham (27560597),49700.0,255.0,9562.000000000175,3783.0,0,1,0,0,4,0,0,0,3,0,94.55078300000002,92.195,116.24,143.26549999999992,1.527623579170017,2.532859364288943
1556,Matt Strahm (27560537),Michael Wacha (27560533),J.T. Realmuto (27560544),Pete Alonso (27560545),Ji Hwan Bae (27560578),Ke'Bryan Hayes (27560582),Francisco Lindor (27560562),Jack Suwinski (27560627),Mark Canha (27560609),Connor Joe (27560595),50000.0,146.7,9589.80000000016,3794.0,0,0,0,0,0,3,1,4,0,0,101.67007599999981,98.66,128.014,159.94149999999996,1.527622561939947,2.532632307618627
1557,Matt Strahm (27560537),Sean Manaea (27560532),Gabriel Moreno (27560656),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Corbin Carroll (27560580),49500.0,167.1,9655.500000000153,3820.0,5,0,0,0,0,0,0,3,0,0,93.6343249999997,90.36,118.992,149.9405,1.5276178010471604,2.5326719830117987
1558,Kodai Senga (27560531),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Cave (27560637),Juan Soto (27560557),Seiya Suzuki (27560554),49800.0,204.0,9647.900000000178,3817.0,0,1,0,0,0,0,2,0,5,0,92.97808800000001,90.305,116.22600000000006,143.75249999999997,1.527613308881367,2.5325666688774096
1559,Kodai Senga (27560531),Luke Weaver (27560539),Austin Nola (27560668),Pavin Smith (27560633),Nico Hoerner (27560571),Manny Machado (27560564),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49800.0,152.1,9612.500000000166,3803.0,1,5,0,0,0,0,0,0,2,0,90.955344,87.815,113.78200000000001,144.19549999999992,1.5276097817512926,2.5326865566934194
1560,Luke Weaver (27560539),Roansy Contreras (27560538),J.T. Realmuto (27560544),Eric Hosmer (27560639),Nico Hoerner (27560571),Alec Bohm (27560565),Dansby Swanson (27560546),Brandon Marsh (27560558),Cody Bellinger (27560612),Kyle Schwarber (27560542),50000.0,154.7,9531.600000000155,3771.0,0,4,0,0,0,0,4,0,0,0,95.58747100000016,92.785,119.56200000000001,148.68599999999992,1.5276054097056895,2.5326987470445697
1561,Kodai Senga (27560531),Matt Strahm (27560537),Blake Sabol (27560631),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49400.0,219.7,9526.500000000187,3769.0,0,0,0,0,0,0,0,2,5,1,105.492883,101.92,131.96600000000004,166.52149999999997,1.5275935261343028,2.532716098462476
1562,Michael Grove (27560536),Michael Wacha (27560533),J.T. Realmuto (27560544),Alec Bohm (27560565),Bryson Stott (27560585),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),Jake Cave (27560637),Juan Soto (27560557),49900.0,159.8,9637.70000000017,3813.0,0,0,0,0,0,0,5,0,3,0,96.49879399999992,93.43,122.79,153.2405,1.5275898242853843,2.532600832705238
1563,Kodai Senga (27560531),Sean Manaea (27560532),Tyler Stephenson (27560568),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Jose Barrero (27560660),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),Wil Myers (27560610),49900.0,134.4,9529.000000000146,3770.0,5,0,3,0,0,0,0,0,0,0,97.16025399999994,93.73,122.77,154.41149999999996,1.5275862068965904,2.5328400464469687
1564,Luke Weaver (27560539),Michael Wacha (27560533),Elias Diaz (27560587),Pete Alonso (27560545),Ryan McMahon (27560570),Elehuris Montero (27560608),Francisco Lindor (27560562),Jurickson Profar (27560592),Kris Bryant (27560547),Tommy Pham (27560606),49600.0,62.6,9549.20000000017,3778.0,0,0,0,5,0,3,0,0,0,0,83.97587100000008,80.95,106.32,134.29099999999997,1.527580730545307,2.5327705069097597
1565,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Jake Cronenworth (27560588),Nico Hoerner (27560571),Eduardo Escobar (27560626),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49600.0,198.5,9549.200000000164,3778.0,0,3,0,0,0,1,0,0,4,0,99.202188,97.06,122.32,149.32,1.5275807305453055,2.5327705069097597
1566,Kodai Senga (27560531),Sean Manaea (27560532),Gabriel Moreno (27560656),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Jurickson Profar (27560592),Kris Bryant (27560547),50000.0,191.9,9544.10000000017,3776.0,1,0,0,2,0,0,0,0,5,0,98.54725399999991,94.91,123.77,155.96099999999998,1.5275688559322482,2.5327878641697756
1567,Roansy Contreras (27560538),Sean Manaea (27560532),Austin Barnes (27560670),Freddie Freeman (27560548),Josh Harrison (27560647),Manny Machado (27560564),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),50000.0,209.1,9501.100000000142,3759.0,0,0,0,0,4,0,1,0,3,0,95.8180439999998,93.16,119.54400000000003,150.13399999999993,1.5275605214153078,2.532803132509995
1568,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Spencer Steer (27560617),Francisco Lindor (27560562),Brandon Nimmo (27560577),Mark Canha (27560609),Jose Barrero (27560660),49900.0,105.8,9602.000000000162,3799.0,0,0,4,0,0,4,0,0,0,0,92.91954399999993,89.82499999999999,116.15200000000002,145.61349999999996,1.5275072387470814,2.5327209726520326
1569,Luke Weaver (27560539),Roansy Contreras (27560538),J.T. Realmuto (27560544),Freddie Freeman (27560548),Josh Harrison (27560647),Max Muncy (27560561),Trea Turner (27560541),Brandon Marsh (27560558),J.D. Martinez (27560567),Trayce Thompson (27560625),49900.0,168.5,9538.800000000161,3774.0,0,0,0,0,4,0,4,0,0,0,94.53667100000015,91.695,118.802,148.91049999999998,1.5275039745628407,2.532540268973257
1570,Matt Strahm (27560537),Michael Wacha (27560533),Austin Nola (27560668),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Max Muncy (27560561),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49700.0,202.5,9498.300000000163,3758.0,0,0,0,0,4,0,0,0,4,0,91.31247599999985,88.7,114.47200000000001,141.83249999999998,1.5274880255455463,2.532678811895974
1571,Kodai Senga (27560531),Roansy Contreras (27560538),Gabriel Moreno (27560656),Christian Walker (27560614),Ketel Marte (27560573),Ke'Bryan Hayes (27560582),Geraldo Perdomo (27560593),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Corbin Carroll (27560580),49300.0,175.7,9528.600000000159,3770.0,5,0,0,0,0,0,0,3,0,0,91.03557399999956,87.71,115.08400000000002,145.96299999999997,1.5274801061008378,2.5325747944575787
1572,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Pete Alonso (27560545),Miguel Vargas (27560640),Max Muncy (27560561),Francisco Lindor (27560562),James Outman (27560581),Juan Soto (27560557),Mark Canha (27560609),49900.0,208.7,9566.50000000015,3785.0,0,0,0,0,4,3,0,0,1,0,90.03998299999996,87.14,110.852,136.73099999999997,1.5274768824306868,2.5325778005561617
1573,Michael Wacha (27560533),Sean Manaea (27560532),Yan Gomes (27560620),Connor Joe (27560595),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Ian Happ (27560555),Juan Soto (27560557),49800.0,202.8,9495.700000000186,3757.0,0,4,0,0,0,0,0,1,3,0,100.63252299999981,97.705,125.88400000000001,154.50399999999993,1.5274687250466292,2.532554425101164
1574,Michael Wacha (27560533),Sean Manaea (27560532),Austin Nola (27560668),Jake Cronenworth (27560588),David Villar (27560590),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Michael Conforto (27560584),Thairo Estrada (27560551),49300.0,159.8,9467.800000000167,3746.0,0,0,0,0,0,0,0,0,5,3,107.874523,104.305,136.252,172.2405,1.5274426054458534,2.532516544341984
1575,Matt Strahm (27560537),Sean Manaea (27560532),Joey Bart (27560663),Matt Carpenter (27560644),David Villar (27560590),Manny Machado (27560564),Xander Bogaerts (27560559),Juan Soto (27560557),Mike Yastrzemski (27560586),Thairo Estrada (27560551),49400.0,140.5,9553.700000000148,3780.0,0,0,0,0,0,0,0,0,4,4,98.42022499999968,94.34,125.93,159.54099999999997,1.5274338624339017,2.532488617752665
1576,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Jason Vosler (27560629),Jonathan India (27560549),Max Muncy (27560561),Jose Barrero (27560660),David Peralta (27560638),J.D. Martinez (27560567),Trayce Thompson (27560625),49400.0,129.7,9480.400000000165,3751.0,0,0,4,0,4,0,0,0,0,0,93.17328799999997,90.26,116.93,146.23249999999996,1.5274326846174793,2.5326064982951406
1577,Michael Wacha (27560533),Ryne Nelson (27560535),J.T. Realmuto (27560544),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Michael Conforto (27560584),Mike Yastrzemski (27560586),49700.0,129.5,9591.60000000013,3795.0,0,0,0,0,0,0,1,0,2,5,100.26929999999989,95.12,127.37,165.7769999999999,1.5274308300395598,2.532491956549426
1578,Matt Strahm (27560537),Sean Manaea (27560532),Austin Nola (27560668),Carlos Santana (27560604),Ha-Seong Kim (27560636),Manny Machado (27560564),Xander Bogaerts (27560559),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Trent Grisham (27560597),49800.0,148.6,9586.500000000146,3793.0,0,0,0,0,0,0,0,3,5,0,87.60002499999969,84.93,109.82800000000002,136.24299999999997,1.5274189296072094,2.532509089139223
1579,Luke Weaver (27560539),Sean Manaea (27560532),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kyle Schwarber (27560542),Nick Castellanos (27560553),50000.0,175.6,9568.800000000183,3786.0,0,0,1,0,0,0,2,0,5,0,100.47183100000025,96.905,126.68,159.96249999999998,1.5274167987322196,2.53243713024434
1580,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Freddie Freeman (27560548),Jonathan India (27560549),Max Muncy (27560561),Jose Barrero (27560660),David Peralta (27560638),J.D. Martinez (27560567),Wil Myers (27560610),49700.0,146.6,9477.800000000163,3750.0,0,0,4,0,4,0,0,0,0,0,100.70954399999982,97.44,125.4,156.66249999999997,1.5274133333333768,2.5324818600280192
1581,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Pavin Smith (27560633),Ketel Marte (27560573),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),49700.0,166.5,9533.400000000152,3772.0,4,0,0,0,0,3,1,0,0,0,87.34858300000003,84.875,107.99,133.4605,1.5274125132556078,2.5325575225623203
